time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.699440,0.1998,-0.5430,0.5905,0.827
4.707328,0.4590,-0.5933,0.2170,0.781
4.717973,0.6033,-0.5850,0.0499,0.842
4.727201,0.6526,-0.4002,0.8728,1.161
4.737085,0.2736,-0.3242,0.5749,0.714
4.751006,-0.9857,0.1632,0.9463,1.376
4.757241,-1.3858,0.2190,0.5853,1.520
4.767931,-0.4386,0.1373,0.2758,0.536
4.777998,0.0453,0.3009,-0.0230,0.305
4.788869,-0.0280,0.4734,-0.4715,0.669
4.799603,-0.1419,0.5199,-0.4604,0.709
4.807298,-0.0883,0.3600,-0.3662,0.521
4.818154,0.0927,0.1314,-0.2133,0.267
4.827028,0.3137,-0.0380,-0.0217,0.317
4.838151,0.2633,-0.1002,-0.0317,0.283
4.847163,0.2508,-0.1122,-0.2478,0.370
4.859645,0.4086,-0.0950,-0.1277,0.439
4.869804,0.5787,0.0006,-0.1557,0.599
4.877705,0.6347,0.0080,-0.2520,0.683
4.887066,0.6263,0.0351,-0.1133,0.637
4.897165,0.7014,0.1601,-0.0421,0.721
4.907196,0.5076,-0.0775,0.1079,0.525
4.918043,0.0830,-0.2269,0.3464,0.422
4.927219,-0.0166,-0.2879,0.2628,0.390
4.937636,0.2263,-0.2605,0.2778,0.443
4.947201,0.3134,-0.0565,0.3029,0.439
4.957471,0.2160,0.1771,0.2206,0.356
4.968372,0.4433,0.1463,0.3350,0.575
4.977116,0.7405,0.0470,0.6658,0.997
4.987156,1.0390,-0.1697,1.1451,1.555
4.997138,1.7761,-0.3375,1.0883,2.110
5.010148,5.7098,-0.1030,2.1693,6.109
5.019507,6.5751,-0.0538,2.7807,7.139
5.027332,5.7861,-0.8073,1.5674,6.049
5.037181,1.2255,1.0696,1.3982,2.145
5.047357,-2.1427,1.3685,0.0234,2.543
5.057436,3.0433,-1.4710,-0.0379,3.380
5.067210,0.7485,0.0728,-0.7083,1.033
5.077160,-0.2301,-0.1178,-1.0396,1.071
5.087882,0.6472,-0.0738,-1.1613,1.332
5.098014,-1.1016,-0.0504,-2.0239,2.305
5.107378,-2.1386,0.5105,-3.8682,4.449
5.117403,-0.7707,-0.4705,-2.7672,2.911
5.127530,-0.5221,-0.4338,-2.8861,2.965
5.137228,-0.8180,0.0624,-3.1408,3.246
5.147351,-1.0106,0.5574,-2.6923,2.929
5.157179,-0.4821,0.7179,-2.0079,2.186
5.167144,0.7617,0.5250,-1.3759,1.658
5.177730,1.4853,0.1365,-1.0284,1.812
5.187103,1.6285,-0.2113,-0.9612,1.903
5.197064,1.1461,-0.4009,-0.7717,1.439
5.207055,-0.0218,-0.4226,-0.6743,0.796
5.218469,-0.9596,-0.3847,-1.2952,1.657
5.227224,-1.2218,-0.0620,-1.5609,1.983
5.237633,-0.8379,0.1628,-1.7003,1.903
5.247008,-0.2756,0.4174,-1.1281,1.234
5.257695,0.0679,0.2606,-0.9696,1.006
5.270375,0.4001,-0.0330,-0.5670,0.695
5.277884,0.0840,-0.1989,-0.0371,0.219
5.287173,-0.4319,-0.1483,-0.1685,0.487
5.297066,-0.1624,-0.2835,-0.2248,0.397
5.307145,-0.1964,-0.6144,-0.1105,0.654
5.317249,-0.4553,-0.7191,-0.3828,0.933
5.329579,-1.0175,-0.4998,-0.6433,1.303
5.337850,-1.3149,-0.2213,-0.9735,1.651
